edition,time_period,value
200602,2005-03,117.94
200602,2005-04,119.4
200602,2005-05,121.03
200602,2005-06,120.98
200602,2005-07,122.19
200602,2005-08,123.87
200602,2005-09,125.3
200602,2005-10,124.61
200602,2005-11,124.15
200602,2005-12,121.73
200603,1995-01,77.86
200603,1995-02,74.53
200603,1995-03,76.95
200603,1995-04,79.17
200603,1995-05,79.28
200603,1995-06,79.62
200603,1995-07,77.64
200603,1995-08,78.08
200603,1995-09,78.17
200603,1995-10,79.09
200603,1995-11,77.86
200603,1995-12,81.15
200603,1996-01,80.87
200603,1996-02,84.05
200603,1996-03,78.87
200603,1996-04,80.71
200603,1996-05,82.45
200603,1996-06,81.81
200603,1996-07,82.42
200603,1996-08,83.59
200603,1996-09,83.89
200603,1996-10,82.19
200603,1996-11,84.77
200603,1996-12,84.52
200603,1997-01,74.59
200603,1997-02,77.26
200603,1997-03,75.64
200603,1997-04,77.91
200603,1997-05,75.58
200603,1997-06,72.2
200603,1997-07,78.92
200603,1997-08,76.97
200603,1997-09,77.48
200603,1997-10,80.21
200603,1997-11,75.53
200603,1997-12,75.69
200603,1998-01,79.81
200603,1998-02,78.94
200603,1998-03,82.35
200603,1998-04,74.99
200603,1998-05,78.33
200603,1998-06,82.33
200603,1998-07,80.49
200603,1998-08,80.44
200603,1998-09,81.07
200603,1998-10,79.57
200603,1998-11,83.56
200603,1998-12,78.25
200603,1999-01,91.65
200603,1999-02,90.89
200603,1999-03,91.57
200603,1999-04,95.54
200603,1999-05,91.61
200603,1999-06,93.3
200603,1999-07,91.01
200603,1999-08,93.32
200603,1999-09,94.43
200603,1999-10,95.23
200603,1999-11,94.43
200603,1999-12,93.27
200603,2000-01,91.76
200603,2000-02,97.34
200603,2000-03,104.02
200603,2000-04,99.58
200603,2000-05,101.76
200603,2000-06,103.75
200603,2000-07,100.6
200603,2000-08,101.01
200603,2000-09,100.88
200603,2000-10,98.58
200603,2000-11,99.81
200603,2000-12,100.9
200603,2001-01,101.82
200603,2001-02,105.6
200603,2001-03,100.48
200603,2001-04,101.48
200603,2001-05,101.23
200603,2001-06,100.35
200603,2001-07,104.6
200603,2001-08,105.95
200603,2001-09,107.08
200603,2001-10,106.6
200603,2001-11,109.8
200603,2001-12,108.77
200603,2002-01,112.41
